species;country;dish;date;germinated;seedling;viable;total
Hyacinthoides non-scripta;Britain;B;19/12/2016;0;0;21;25
Hyacinthoides non-scripta;Britain;B;26/12/2016;0;0;21;25
Hyacinthoides non-scripta;Britain;B;02/01/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;09/01/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;16/01/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;23/01/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;30/01/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;06/02/2017;0;2;21;25
Hyacinthoides non-scripta;Britain;B;13/02/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;20/02/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;27/02/2017;0;3;21;25
Hyacinthoides non-scripta;Britain;B;06/03/2017;0;2;21;25
Hyacinthoides non-scripta;Britain;B;13/03/2017;0;1;21;25
Hyacinthoides non-scripta;Britain;B;20/03/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;27/03/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;03/04/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;10/04/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;17/04/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;24/04/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;01/05/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;08/05/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;15/05/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;22/05/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;29/05/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;05/06/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;12/06/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;19/06/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;26/06/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;03/07/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;10/07/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;17/07/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;B;24/07/2017;0;0;21;25
Hyacinthoides non-scripta;Britain;C;22/08/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;29/08/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;05/09/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;12/09/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;19/09/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;26/09/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;03/10/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;10/10/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;17/10/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;24/10/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;31/10/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;07/11/2016;2;0;20;25
Hyacinthoides non-scripta;Britain;C;14/11/2016;1;0;20;25
Hyacinthoides non-scripta;Britain;C;21/11/2016;3;0;20;25
Hyacinthoides non-scripta;Britain;C;28/11/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;05/12/2016;1;0;20;25
Hyacinthoides non-scripta;Britain;C;12/12/2016;1;0;20;25
Hyacinthoides non-scripta;Britain;C;19/12/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;26/12/2016;0;0;20;25
Hyacinthoides non-scripta;Britain;C;02/01/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;09/01/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;16/01/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;23/01/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;30/01/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;06/02/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;13/02/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;20/02/2017;0;1;20;25
Hyacinthoides non-scripta;Britain;C;27/02/2017;0;3;20;25
Hyacinthoides non-scripta;Britain;C;06/03/2017;0;2;20;25
Hyacinthoides non-scripta;Britain;C;13/03/2017;0;2;20;25
Hyacinthoides non-scripta;Britain;C;20/03/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;27/03/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;03/04/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;10/04/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;17/04/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;24/04/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;01/05/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;08/05/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;15/05/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;22/05/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;29/05/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;05/06/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;12/06/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;19/06/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;26/06/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;03/07/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;10/07/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;17/07/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;C;24/07/2017;0;0;20;25
Hyacinthoides non-scripta;Britain;D;22/08/2016;0;0;22;25
Hyacinthoides non-scripta;Britain;D;29/08/2016;0;0;22;25
Hyacinthoides non-scripta;Britain;D;05/09/2016;0;0;22;25
Hyacinthoides non-scripta;Britain;D;12/09/2016;0;0;22;25
Hyacinthoides non-scripta;Britain;D;19/09/2016;0;0;22;25
Hyacinthoides non-scripta;Britain;D;26/09/2016;0;0;22;25
Hyacinthoides non-scripta;Britain;D;03/10/2016;0;0;22;25
Hyacinthoides non-scripta;Britain;D;10/10/2016;0;0;22;25
Hyacinthoides non-scripta;Britain;D;17/10/2016;0;0;22;25
Hyacinthoides non-scripta;Britain;D;24/10/2016;0;0;22;25
Hyacinthoides non-scripta;Britain;D;31/10/2016;2;0;22;25
Hyacinthoides non-scripta;Britain;D;07/11/2016;1;0;22;25
Hyacinthoides non-scripta;Britain;D;14/11/2016;0;0;22;25
Hyacinthoides non-scripta;Britain;D;21/11/2016;2;0;22;25
Hyacinthoides non-scripta;Britain;D;28/11/2016;1;0;22;25
Hyacinthoides non-scripta;Britain;D;05/12/2016;1;0;22;25
Hyacinthoides non-scripta;Britain;D;12/12/2016;1;0;22;25
Hyacinthoides non-scripta;Britain;D;19/12/2016;0;0;22;25
Hyacinthoides non-scripta;Britain;D;26/12/2016;0;0;22;25
Hyacinthoides non-scripta;Britain;D;02/01/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;09/01/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;16/01/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;23/01/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;30/01/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;06/02/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;13/02/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;20/02/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;27/02/2017;0;2;22;25
Hyacinthoides non-scripta;Britain;D;06/03/2017;0;5;22;25
Hyacinthoides non-scripta;Britain;D;13/03/2017;0;1;22;25
Hyacinthoides non-scripta;Britain;D;20/03/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;27/03/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;03/04/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;10/04/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;17/04/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;24/04/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;01/05/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;08/05/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;15/05/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;22/05/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;29/05/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;05/06/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;12/06/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;19/06/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;26/06/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;03/07/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;10/07/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;17/07/2017;0;0;22;25
Hyacinthoides non-scripta;Britain;D;24/07/2017;0;0;22;25
Hypericum androsaemum;Spain;A;23/11/2015;0;0;25;25
Hypericum androsaemum;Spain;A;30/11/2015;0;0;25;25
Hypericum androsaemum;Spain;A;07/12/2015;0;0;25;25
Hypericum androsaemum;Spain;A;14/12/2015;0;0;25;25
Hypericum androsaemum;Spain;A;21/12/2015;0;0;25;25
Hypericum androsaemum;Spain;A;28/12/2015;0;0;25;25
Hypericum androsaemum;Spain;A;04/01/2016;4;0;25;25
Hypericum androsaemum;Spain;A;11/01/2016;4;0;25;25
Hypericum androsaemum;Spain;A;18/01/2016;4;2;25;25
Hypericum androsaemum;Spain;A;25/01/2016;6;4;25;25
Hypericum androsaemum;Spain;A;01/02/2016;2;4;25;25
Hypericum androsaemum;Spain;A;08/02/2016;0;7;25;25
Hypericum androsaemum;Spain;A;15/02/2016;0;2;25;25
Hypericum androsaemum;Spain;A;22/02/2016;1;1;25;25
Hypericum androsaemum;Spain;A;29/02/2016;0;0;25;25
Hypericum androsaemum;Spain;A;07/03/2016;0;1;25;25
Hypericum androsaemum;Spain;A;14/03/2016;0;0;25;25
Hypericum androsaemum;Spain;A;21/03/2016;0;0;25;25
Hypericum androsaemum;Spain;A;28/03/2016;0;0;25;25
Hypericum androsaemum;Spain;A;04/04/2016;0;0;25;25
Hypericum androsaemum;Spain;A;11/04/2016;1;0;25;25
Hypericum androsaemum;Spain;A;18/04/2016;1;1;25;25
Hypericum androsaemum;Spain;A;25/04/2016;0;0;25;25
Hypericum androsaemum;Spain;A;02/05/2016;0;0;25;25
Hypericum androsaemum;Spain;A;09/05/2016;0;0;25;25
Hypericum androsaemum;Spain;A;16/05/2016;1;0;25;25
Hypericum androsaemum;Spain;A;23/05/2016;0;0;25;25
Hypericum androsaemum;Spain;A;30/05/2016;1;0;25;25
Hypericum androsaemum;Spain;A;06/06/2016;0;0;25;25
Hypericum androsaemum;Spain;A;13/06/2016;0;0;25;25
Hypericum androsaemum;Spain;A;20/06/2016;0;0;25;25
Hypericum androsaemum;Spain;A;27/06/2016;0;0;25;25
Hypericum androsaemum;Spain;A;04/07/2016;0;0;25;25
Hypericum androsaemum;Spain;A;11/07/2016;0;0;25;25
Hypericum androsaemum;Spain;A;18/07/2016;0;0;25;25
Hypericum androsaemum;Spain;A;25/07/2016;0;0;25;25
Hypericum androsaemum;Spain;A;01/08/2016;0;0;25;25
Hypericum androsaemum;Spain;A;08/08/2016;0;0;25;25
Hypericum androsaemum;Spain;A;15/08/2016;0;0;25;25
Hypericum androsaemum;Spain;A;22/08/2016;0;0;25;25
Hypericum androsaemum;Spain;A;29/08/2016;0;0;25;25
Hypericum androsaemum;Spain;A;05/09/2016;0;0;25;25
Hypericum androsaemum;Spain;A;12/09/2016;0;0;25;25
Hypericum androsaemum;Spain;A;19/09/2016;0;0;25;25
Hypericum androsaemum;Spain;A;26/09/2016;0;0;25;25
Hypericum androsaemum;Spain;A;03/10/2016;0;0;25;25
Hypericum androsaemum;Spain;A;10/10/2016;0;0;25;25
Hypericum androsaemum;Spain;A;17/10/2016;0;0;25;25
Hypericum androsaemum;Spain;A;24/10/2016;0;0;25;25
Hypericum androsaemum;Spain;B;23/11/2015;0;0;23;25
Hypericum androsaemum;Spain;B;30/11/2015;0;0;23;25
Hypericum androsaemum;Spain;B;07/12/2015;0;0;23;25
Hypericum androsaemum;Spain;B;14/12/2015;0;0;23;25
Hypericum androsaemum;Spain;B;21/12/2015;2;0;23;25
Hypericum androsaemum;Spain;B;28/12/2015;0;0;23;25
Hypericum androsaemum;Spain;B;04/01/2016;5;0;23;25
Hypericum androsaemum;Spain;B;11/01/2016;4;3;23;25
Hypericum androsaemum;Spain;B;18/01/2016;3;3;23;25
Hypericum androsaemum;Spain;B;25/01/2016;4;3;23;25
Hypericum androsaemum;Spain;B;01/02/2016;2;5;23;25
Hypericum androsaemum;Spain;B;08/02/2016;1;4;23;25
Hypericum androsaemum;Spain;B;15/02/2016;0;1;23;25
Hypericum androsaemum;Spain;B;22/02/2016;0;1;23;25
Hypericum androsaemum;Spain;B;29/02/2016;0;0;23;25
Hypericum androsaemum;Spain;B;07/03/2016;0;0;23;25
Hypericum androsaemum;Spain;B;14/03/2016;0;0;23;25
Hypericum androsaemum;Spain;B;21/03/2016;0;0;23;25
Hypericum androsaemum;Spain;B;28/03/2016;0;0;23;25
Hypericum androsaemum;Spain;B;04/04/2016;0;0;23;25
Hypericum androsaemum;Spain;B;11/04/2016;0;0;23;25
Hypericum androsaemum;Spain;B;18/04/2016;0;0;23;25
Hypericum androsaemum;Spain;B;25/04/2016;0;0;23;25
Hypericum androsaemum;Spain;B;02/05/2016;0;0;23;25
Hypericum androsaemum;Spain;B;09/05/2016;0;0;23;25
Hypericum androsaemum;Spain;B;16/05/2016;0;0;23;25
Hypericum androsaemum;Spain;B;23/05/2016;1;0;23;25
Hypericum androsaemum;Spain;B;30/05/2016;0;0;23;25
Hypericum androsaemum;Spain;B;06/06/2016;1;0;23;25
Hypericum androsaemum;Spain;B;13/06/2016;0;0;23;25
Hypericum androsaemum;Spain;B;20/06/2016;0;0;23;25
Hypericum androsaemum;Spain;B;27/06/2016;0;1;23;25
Hypericum androsaemum;Spain;B;04/07/2016;0;0;23;25
Hypericum androsaemum;Spain;B;11/07/2016;0;0;23;25
Hypericum androsaemum;Spain;B;18/07/2016;0;0;23;25
Hypericum androsaemum;Spain;B;25/07/2016;0;0;23;25
Hypericum androsaemum;Spain;B;01/08/2016;0;0;23;25
Hypericum androsaemum;Spain;B;08/08/2016;0;0;23;25
Hypericum androsaemum;Spain;B;15/08/2016;0;0;23;25
Hypericum androsaemum;Spain;B;22/08/2016;0;0;23;25
Hypericum androsaemum;Spain;B;29/08/2016;0;0;23;25
Hypericum androsaemum;Spain;B;05/09/2016;0;0;23;25
Hypericum androsaemum;Spain;B;12/09/2016;0;0;23;25
Hypericum androsaemum;Spain;B;19/09/2016;0;0;23;25
Hypericum androsaemum;Spain;B;26/09/2016;0;0;23;25
Hypericum androsaemum;Spain;B;03/10/2016;0;0;23;25
Hypericum androsaemum;Spain;B;10/10/2016;0;0;23;25
Hypericum androsaemum;Spain;B;17/10/2016;0;0;23;25
Hypericum androsaemum;Spain;B;24/10/2016;0;0;23;25
Hypericum androsaemum;Spain;C;23/11/2015;0;0;24;25
Hypericum androsaemum;Spain;C;30/11/2015;0;0;24;25
Hypericum androsaemum;Spain;C;07/12/2015;0;0;24;25
Hypericum androsaemum;Spain;C;14/12/2015;0;0;24;25
Hypericum androsaemum;Spain;C;21/12/2015;0;0;24;25
Hypericum androsaemum;Spain;C;28/12/2015;0;0;24;25
Hypericum androsaemum;Spain;C;04/01/2016;8;0;24;25
Hypericum androsaemum;Spain;C;11/01/2016;2;0;24;25
Hypericum androsaemum;Spain;C;18/01/2016;2;5;24;25
Hypericum androsaemum;Spain;C;25/01/2016;3;4;24;25
Hypericum androsaemum;Spain;C;01/02/2016;1;1;24;25
Hypericum androsaemum;Spain;C;08/02/2016;1;4;24;25
Hypericum androsaemum;Spain;C;15/02/2016;1;2;24;25
Hypericum androsaemum;Spain;C;22/02/2016;4;1;24;25
Hypericum androsaemum;Spain;C;29/02/2016;0;1;24;25
Hypericum androsaemum;Spain;C;07/03/2016;0;3;24;25
Hypericum androsaemum;Spain;C;14/03/2016;0;1;24;25
Hypericum androsaemum;Spain;C;21/03/2016;0;0;24;25
Hypericum androsaemum;Spain;C;28/03/2016;0;0;24;25
Hypericum androsaemum;Spain;C;04/04/2016;0;0;24;25
Hypericum androsaemum;Spain;C;11/04/2016;0;0;24;25
Hypericum androsaemum;Spain;C;18/04/2016;0;0;24;25
Hypericum androsaemum;Spain;C;25/04/2016;0;0;24;25
Hypericum androsaemum;Spain;C;02/05/2016;0;0;24;25
Hypericum androsaemum;Spain;C;09/05/2016;0;0;24;25
Hypericum androsaemum;Spain;C;16/05/2016;0;0;24;25
Hypericum androsaemum;Spain;C;23/05/2016;1;0;24;25
Hypericum androsaemum;Spain;C;30/05/2016;0;1;24;25
Hypericum androsaemum;Spain;C;06/06/2016;0;0;24;25
Hypericum androsaemum;Spain;C;13/06/2016;0;0;24;25
Hypericum androsaemum;Spain;C;20/06/2016;0;0;24;25
Hypericum androsaemum;Spain;C;27/06/2016;0;0;24;25
Hypericum androsaemum;Spain;C;04/07/2016;0;0;24;25
Hypericum androsaemum;Spain;C;11/07/2016;0;0;24;25
Hypericum androsaemum;Spain;C;18/07/2016;0;0;24;25
Hypericum androsaemum;Spain;C;25/07/2016;0;0;24;25
Hypericum androsaemum;Spain;C;01/08/2016;0;0;24;25
Hypericum androsaemum;Spain;C;08/08/2016;1;0;24;25
Hypericum androsaemum;Spain;C;15/08/2016;0;0;24;25
Hypericum androsaemum;Spain;C;22/08/2016;0;1;24;25
Hypericum androsaemum;Spain;C;29/08/2016;0;0;24;25
Hypericum androsaemum;Spain;C;05/09/2016;0;0;24;25
Hypericum androsaemum;Spain;C;12/09/2016;0;0;24;25
Hypericum androsaemum;Spain;C;19/09/2016;0;0;24;25
Hypericum androsaemum;Spain;C;26/09/2016;0;0;24;25
Hypericum androsaemum;Spain;C;03/10/2016;0;0;24;25
Hypericum androsaemum;Spain;C;10/10/2016;0;0;24;25
Hypericum androsaemum;Spain;C;17/10/2016;0;0;24;25
Hypericum androsaemum;Spain;C;24/10/2016;0;0;24;25
Hypericum androsaemum;Spain;D;23/11/2015;0;0;23;25
Hypericum androsaemum;Spain;D;30/11/2015;0;0;23;25
Hypericum androsaemum;Spain;D;07/12/2015;0;0;23;25
Hypericum androsaemum;Spain;D;14/12/2015;0;0;23;25
Hypericum androsaemum;Spain;D;21/12/2015;1;0;23;25
Hypericum androsaemum;Spain;D;28/12/2015;2;0;23;25
Hypericum androsaemum;Spain;D;04/01/2016;4;1;23;25
Hypericum androsaemum;Spain;D;11/01/2016;8;2;23;25
Hypericum androsaemum;Spain;D;18/01/2016;2;3;23;25
Hypericum androsaemum;Spain;D;25/01/2016;1;6;23;25
Hypericum androsaemum;Spain;D;01/02/2016;0;3;23;25
Hypericum androsaemum;Spain;D;08/02/2016;0;1;23;25
Hypericum androsaemum;Spain;D;15/02/2016;1;0;23;25
Hypericum androsaemum;Spain;D;22/02/2016;0;3;23;25
Hypericum androsaemum;Spain;D;29/02/2016;0;0;23;25
Hypericum androsaemum;Spain;D;07/03/2016;0;0;23;25
Hypericum androsaemum;Spain;D;14/03/2016;0;0;23;25
Hypericum androsaemum;Spain;D;21/03/2016;0;0;23;25
Hypericum androsaemum;Spain;D;28/03/2016;0;0;23;25
Hypericum androsaemum;Spain;D;04/04/2016;0;0;23;25
Hypericum androsaemum;Spain;D;11/04/2016;0;0;23;25
Hypericum androsaemum;Spain;D;18/04/2016;0;0;23;25
Hypericum androsaemum;Spain;D;25/04/2016;0;0;23;25
Hypericum androsaemum;Spain;D;02/05/2016;0;0;23;25
Hypericum androsaemum;Spain;D;09/05/2016;0;0;23;25
Hypericum androsaemum;Spain;D;16/05/2016;0;0;23;25
Hypericum androsaemum;Spain;D;23/05/2016;3;0;23;25
Hypericum androsaemum;Spain;D;30/05/2016;0;2;23;25
Hypericum androsaemum;Spain;D;06/06/2016;1;0;23;25
Hypericum androsaemum;Spain;D;13/06/2016;0;1;23;25
Hypericum androsaemum;Spain;D;20/06/2016;0;0;23;25
Hypericum androsaemum;Spain;D;27/06/2016;0;0;23;25
Hypericum androsaemum;Spain;D;04/07/2016;0;0;23;25
Hypericum androsaemum;Spain;D;11/07/2016;0;0;23;25
Hypericum androsaemum;Spain;D;18/07/2016;0;0;23;25
Hypericum androsaemum;Spain;D;25/07/2016;0;0;23;25
Hypericum androsaemum;Spain;D;01/08/2016;0;0;23;25
Hypericum androsaemum;Spain;D;08/08/2016;0;0;23;25
Hypericum androsaemum;Spain;D;15/08/2016;0;0;23;25
Hypericum androsaemum;Spain;D;22/08/2016;0;0;23;25
Hypericum androsaemum;Spain;D;29/08/2016;0;0;23;25
Hypericum androsaemum;Spain;D;05/09/2016;0;0;23;25
Hypericum androsaemum;Spain;D;12/09/2016;0;0;23;25
Hypericum androsaemum;Spain;D;19/09/2016;0;0;23;25
Hypericum androsaemum;Spain;D;26/09/2016;0;0;23;25
Hypericum androsaemum;Spain;D;03/10/2016;0;0;23;25
Hypericum androsaemum;Spain;D;10/10/2016;0;0;23;25
Hypericum androsaemum;Spain;D;17/10/2016;0;0;23;25
Hypericum androsaemum;Spain;D;24/10/2016;0;0;23;25
Juncus effusus;Britain;A;29/08/2016;0;0;25;25
Juncus effusus;Britain;A;05/09/2016;0;0;25;25
Juncus effusus;Britain;A;12/09/2016;0;0;25;25
Juncus effusus;Britain;A;19/09/2016;0;0;25;25
Juncus effusus;Britain;A;26/09/2016;0;0;25;25
Juncus effusus;Britain;A;03/10/2016;0;0;25;25
Juncus effusus;Britain;A;10/10/2016;0;0;25;25
Juncus effusus;Britain;A;17/10/2016;0;0;25;25
Juncus effusus;Britain;A;24/10/2016;0;0;25;25
Juncus effusus;Britain;A;31/10/2016;0;0;25;25
Juncus effusus;Britain;A;07/11/2016;0;0;25;25
Juncus effusus;Britain;A;14/11/2016;0;0;25;25
Juncus effusus;Britain;A;21/11/2016;0;0;25;25
Juncus effusus;Britain;A;28/11/2016;0;0;25;25
Juncus effusus;Britain;A;05/12/2016;0;0;25;25
Juncus effusus;Britain;A;12/12/2016;0;0;25;25
Juncus effusus;Britain;A;19/12/2016;0;0;25;25
Juncus effusus;Britain;A;26/12/2016;0;0;25;25
Juncus effusus;Britain;A;02/01/2017;0;0;25;25
Juncus effusus;Britain;A;09/01/2017;0;0;25;25
Juncus effusus;Britain;A;16/01/2017;0;0;25;25
Juncus effusus;Britain;A;23/01/2017;0;0;25;25
Juncus effusus;Britain;A;30/01/2017;0;0;25;25
Juncus effusus;Britain;A;06/02/2017;0;0;25;25
Juncus effusus;Britain;A;13/02/2017;0;0;25;25
Juncus effusus;Britain;A;20/02/2017;0;0;25;25
Juncus effusus;Britain;A;27/02/2017;0;0;25;25
Juncus effusus;Britain;A;06/03/2017;0;0;25;25
Juncus effusus;Britain;A;13/03/2017;0;0;25;25
Juncus effusus;Britain;A;20/03/2017;0;0;25;25
Juncus effusus;Britain;A;27/03/2017;0;0;25;25
Juncus effusus;Britain;A;03/04/2017;1;0;25;25
Juncus effusus;Britain;A;10/04/2017;0;0;25;25
Juncus effusus;Britain;A;17/04/2017;0;0;25;25
Juncus effusus;Britain;A;24/04/2017;0;0;25;25
Juncus effusus;Britain;A;01/05/2017;0;0;25;25
Juncus effusus;Britain;A;08/05/2017;0;0;25;25
Juncus effusus;Britain;A;15/05/2017;0;0;25;25
Juncus effusus;Britain;A;22/05/2017;1;0;25;25
Juncus effusus;Britain;A;29/05/2017;0;0;25;25
Juncus effusus;Britain;A;05/06/2017;1;0;25;25
Juncus effusus;Britain;A;12/06/2017;0;0;25;25
Juncus effusus;Britain;A;19/06/2017;0;0;25;25
Juncus effusus;Britain;A;26/06/2017;0;0;25;25
Juncus effusus;Britain;A;03/07/2017;0;0;25;25
Juncus effusus;Britain;A;10/07/2017;6;0;25;25
Juncus effusus;Britain;A;17/07/2017;10;0;25;25
Juncus effusus;Britain;A;24/07/2017;0;3;25;25
Juncus effusus;Britain;A;31/07/2017;0;0;25;25
Juncus effusus;Britain;B;29/08/2016;0;0;24;25
Juncus effusus;Britain;B;05/09/2016;0;0;24;25
Juncus effusus;Britain;B;12/09/2016;0;0;24;25
Juncus effusus;Britain;B;19/09/2016;0;0;24;25
Juncus effusus;Britain;B;26/09/2016;0;0;24;25
Juncus effusus;Britain;B;03/10/2016;0;0;24;25
Juncus effusus;Britain;B;10/10/2016;0;0;24;25
Juncus effusus;Britain;B;17/10/2016;0;0;24;25
Juncus effusus;Britain;B;24/10/2016;0;0;24;25
Juncus effusus;Britain;B;31/10/2016;0;0;24;25
Juncus effusus;Britain;B;07/11/2016;0;0;24;25
Juncus effusus;Britain;B;14/11/2016;0;0;24;25
Juncus effusus;Britain;B;21/11/2016;0;0;24;25
Juncus effusus;Britain;B;28/11/2016;0;0;24;25
Juncus effusus;Britain;B;05/12/2016;0;0;24;25
Juncus effusus;Britain;B;12/12/2016;0;0;24;25
Juncus effusus;Britain;B;19/12/2016;0;0;24;25
Juncus effusus;Britain;B;26/12/2016;0;0;24;25
Juncus effusus;Britain;B;02/01/2017;0;0;24;25
Juncus effusus;Britain;B;09/01/2017;0;0;24;25
Juncus effusus;Britain;B;16/01/2017;0;0;24;25
Juncus effusus;Britain;B;23/01/2017;0;0;24;25
Juncus effusus;Britain;B;30/01/2017;0;0;24;25
Juncus effusus;Britain;B;06/02/2017;0;0;24;25
Juncus effusus;Britain;B;13/02/2017;0;0;24;25
Juncus effusus;Britain;B;20/02/2017;0;0;24;25
Juncus effusus;Britain;B;27/02/2017;0;0;24;25
Juncus effusus;Britain;B;06/03/2017;0;0;24;25
Juncus effusus;Britain;B;13/03/2017;0;0;24;25
Juncus effusus;Britain;B;20/03/2017;0;0;24;25
Juncus effusus;Britain;B;27/03/2017;0;0;24;25
Juncus effusus;Britain;B;03/04/2017;1;0;24;25
Juncus effusus;Britain;B;10/04/2017;0;0;24;25
Juncus effusus;Britain;B;17/04/2017;0;0;24;25
Juncus effusus;Britain;B;24/04/2017;0;0;24;25
Juncus effusus;Britain;B;01/05/2017;0;0;24;25
Juncus effusus;Britain;B;08/05/2017;0;0;24;25
Juncus effusus;Britain;B;15/05/2017;0;0;24;25
Juncus effusus;Britain;B;22/05/2017;0;0;24;25
Juncus effusus;Britain;B;29/05/2017;0;0;24;25
Juncus effusus;Britain;B;05/06/2017;0;0;24;25
Juncus effusus;Britain;B;12/06/2017;0;0;24;25
Juncus effusus;Britain;B;19/06/2017;0;0;24;25
Juncus effusus;Britain;B;26/06/2017;0;0;24;25
Juncus effusus;Britain;B;03/07/2017;0;0;24;25
Juncus effusus;Britain;B;10/07/2017;1;0;24;25
Juncus effusus;Britain;B;17/07/2017;0;0;24;25
Juncus effusus;Britain;B;24/07/2017;0;0;24;25
Juncus effusus;Britain;B;31/07/2017;0;0;24;25
Juncus effusus;Britain;C;29/08/2016;0;0;25;25
Juncus effusus;Britain;C;05/09/2016;0;0;25;25
Juncus effusus;Britain;C;12/09/2016;0;0;25;25
Juncus effusus;Britain;C;19/09/2016;0;0;25;25
Juncus effusus;Britain;C;26/09/2016;0;0;25;25
Juncus effusus;Britain;C;03/10/2016;0;0;25;25
Juncus effusus;Britain;C;10/10/2016;0;0;25;25
Juncus effusus;Britain;C;17/10/2016;0;0;25;25
Juncus effusus;Britain;C;24/10/2016;0;0;25;25
Juncus effusus;Britain;C;31/10/2016;0;0;25;25
