species;country;dish;date;germinated;seedling;viable;total
Agrostis capillaris;Spain;A;15/08/2016;0;0;18;25
Agrostis capillaris;Spain;A;22/08/2016;1;0;18;25
Agrostis capillaris;Spain;A;29/08/2016;0;1;18;25
Agrostis capillaris;Spain;A;05/09/2016;1;1;18;25
Agrostis capillaris;Spain;A;12/09/2016;0;0;18;25
Agrostis capillaris;Spain;A;19/09/2016;0;0;18;25
Agrostis capillaris;Spain;A;26/09/2016;1;0;18;25
Agrostis capillaris;Spain;A;03/10/2016;0;1;18;25
Agrostis capillaris;Spain;A;10/10/2016;0;0;18;25
Agrostis capillaris;Spain;A;17/10/2016;0;0;18;25
Agrostis capillaris;Spain;A;24/10/2016;0;0;18;25
Agrostis capillaris;Spain;A;31/10/2016;1;1;18;25
Agrostis capillaris;Spain;A;07/11/2016;0;0;18;25
Agrostis capillaris;Spain;A;14/11/2016;1;1;18;25
Agrostis capillaris;Spain;A;21/11/2016;0;0;18;25
Agrostis capillaris;Spain;A;28/11/2016;1;0;18;25
Agrostis capillaris;Spain;A;05/12/2016;0;1;18;25
Agrostis capillaris;Spain;A;12/12/2016;0;0;18;25
Agrostis capillaris;Spain;A;19/12/2016;1;1;18;25
Agrostis capillaris;Spain;A;26/12/2016;0;0;18;25
Agrostis capillaris;Spain;A;02/01/2017;0;0;18;25
Agrostis capillaris;Spain;A;09/01/2017;0;0;18;25
Agrostis capillaris;Spain;A;16/01/2017;0;0;18;25
Agrostis capillaris;Spain;A;23/01/2017;0;0;18;25
Agrostis capillaris;Spain;A;30/01/2017;0;0;18;25
Agrostis capillaris;Spain;A;06/02/2017;0;0;18;25
Agrostis capillaris;Spain;A;13/02/2017;0;0;18;25
Agrostis capillaris;Spain;A;20/02/2017;0;0;18;25
Agrostis capillaris;Spain;A;27/02/2017;0;0;18;25
Agrostis capillaris;Spain;A;06/03/2017;0;0;18;25
Agrostis capillaris;Spain;A;13/03/2017;0;0;18;25
Agrostis capillaris;Spain;A;20/03/2017;0;0;18;25
Agrostis capillaris;Spain;A;27/03/2017;0;0;18;25
Agrostis capillaris;Spain;A;03/04/2017;0;0;18;25
Agrostis capillaris;Spain;A;10/04/2017;0;0;18;25
Agrostis capillaris;Spain;A;17/04/2017;0;0;18;25
Agrostis capillaris;Spain;A;24/04/2017;0;0;18;25
Agrostis capillaris;Spain;A;01/05/2017;0;0;18;25
Agrostis capillaris;Spain;A;08/05/2017;0;0;18;25
Agrostis capillaris;Spain;A;15/05/2017;0;0;18;25
Agrostis capillaris;Spain;A;22/05/2017;0;0;18;25
Agrostis capillaris;Spain;A;29/05/2017;0;0;18;25
Agrostis capillaris;Spain;A;05/06/2017;0;0;18;25
Agrostis capillaris;Spain;A;12/06/2017;1;1;18;25
Agrostis capillaris;Spain;A;19/06/2017;0;0;18;25
Agrostis capillaris;Spain;A;26/06/2017;0;0;18;25
Agrostis capillaris;Spain;A;03/07/2017;0;0;18;25
Agrostis capillaris;Spain;A;10/07/2017;1;0;18;25
Agrostis capillaris;Spain;A;17/07/2017;0;1;18;25
Agrostis capillaris;Spain;A;24/07/2017;0;0;18;25
Agrostis capillaris;Spain;A;31/07/2017;0;0;18;25
Agrostis capillaris;Spain;A;07/08/2017;0;0;18;25
Agrostis capillaris;Spain;B;15/08/2016;0;0;19;25
Agrostis capillaris;Spain;B;22/08/2016;1;0;19;25
Agrostis capillaris;Spain;B;29/08/2016;0;1;19;25
Agrostis capillaris;Spain;B;05/09/2016;1;0;19;25
Agrostis capillaris;Spain;B;12/09/2016;0;1;19;25
Agrostis capillaris;Spain;B;19/09/2016;0;0;19;25
Agrostis capillaris;Spain;B;26/09/2016;1;0;19;25
Agrostis capillaris;Spain;B;03/10/2016;0;1;19;25
Agrostis capillaris;Spain;B;10/10/2016;0;0;19;25
Agrostis capillaris;Spain;B;17/10/2016;0;0;19;25
Agrostis capillaris;Spain;B;24/10/2016;0;0;19;25
Agrostis capillaris;Spain;B;31/10/2016;0;0;19;25
Agrostis capillaris;Spain;B;07/11/2016;0;0;19;25
Agrostis capillaris;Spain;B;14/11/2016;0;0;19;25
Agrostis capillaris;Spain;B;21/11/2016;0;0;19;25
Agrostis capillaris;Spain;B;28/11/2016;0;0;19;25
Agrostis capillaris;Spain;B;05/12/2016;0;0;19;25
Agrostis capillaris;Spain;B;12/12/2016;0;0;19;25
Agrostis capillaris;Spain;B;19/12/2016;0;0;19;25
Agrostis capillaris;Spain;B;26/12/2016;0;0;19;25
Agrostis capillaris;Spain;B;02/01/2017;0;0;19;25
Agrostis capillaris;Spain;B;09/01/2017;0;0;19;25
Agrostis capillaris;Spain;B;16/01/2017;0;0;19;25
Agrostis capillaris;Spain;B;23/01/2017;0;0;19;25
Agrostis capillaris;Spain;B;30/01/2017;0;0;19;25
Agrostis capillaris;Spain;B;06/02/2017;0;0;19;25
Agrostis capillaris;Spain;B;13/02/2017;0;0;19;25
Agrostis capillaris;Spain;B;20/02/2017;0;0;19;25
Agrostis capillaris;Spain;B;27/02/2017;0;0;19;25
Agrostis capillaris;Spain;B;06/03/2017;0;0;19;25
Agrostis capillaris;Spain;B;13/03/2017;0;0;19;25
Agrostis capillaris;Spain;B;20/03/2017;0;0;19;25
Agrostis capillaris;Spain;B;27/03/2017;0;0;19;25
Agrostis capillaris;Spain;B;03/04/2017;0;0;19;25
Agrostis capillaris;Spain;B;10/04/2017;0;0;19;25
Agrostis capillaris;Spain;B;17/04/2017;0;0;19;25
Agrostis capillaris;Spain;B;24/04/2017;0;0;19;25
Agrostis capillaris;Spain;B;01/05/2017;0;0;19;25
Agrostis capillaris;Spain;B;08/05/2017;1;1;19;25
Agrostis capillaris;Spain;B;15/05/2017;0;0;19;25
Agrostis capillaris;Spain;B;22/05/2017;0;0;19;25
Agrostis capillaris;Spain;B;29/05/2017;0;0;19;25
Agrostis capillaris;Spain;B;05/06/2017;0;0;19;25
Agrostis capillaris;Spain;B;12/06/2017;1;1;19;25
Agrostis capillaris;Spain;B;19/06/2017;0;0;19;25
Agrostis capillaris;Spain;B;26/06/2017;0;0;19;25
Agrostis capillaris;Spain;B;03/07/2017;0;0;19;25
Agrostis capillaris;Spain;B;10/07/2017;0;0;19;25
Agrostis capillaris;Spain;B;17/07/2017;0;0;19;25
Agrostis capillaris;Spain;B;24/07/2017;0;0;19;25
Agrostis capillaris;Spain;B;31/07/2017;0;0;19;25
Agrostis capillaris;Spain;B;07/08/2017;0;0;19;25
Agrostis capillaris;Spain;C;15/08/2016;0;0;18;25
Agrostis capillaris;Spain;C;22/08/2016;1;1;18;25
Agrostis capillaris;Spain;C;29/08/2016;0;0;18;25
Agrostis capillaris;Spain;C;05/09/2016;1;0;18;25
Agrostis capillaris;Spain;C;12/09/2016;0;1;18;25
Agrostis capillaris;Spain;C;19/09/2016;0;0;18;25
Agrostis capillaris;Spain;C;26/09/2016;1;0;18;25
Agrostis capillaris;Spain;C;03/10/2016;0;1;18;25
Agrostis capillaris;Spain;C;10/10/2016;0;0;18;25
Agrostis capillaris;Spain;C;17/10/2016;0;0;18;25
Agrostis capillaris;Spain;C;24/10/2016;0;0;18;25
Agrostis capillaris;Spain;C;31/10/2016;0;0;18;25
Agrostis capillaris;Spain;C;07/11/2016;1;1;18;25
Agrostis capillaris;Spain;C;14/11/2016;0;0;18;25
Agrostis capillaris;Spain;C;21/11/2016;0;0;18;25
Agrostis capillaris;Spain;C;28/11/2016;0;0;18;25
Agrostis capillaris;Spain;C;05/12/2016;0;0;18;25
Agrostis capillaris;Spain;C;12/12/2016;0;0;18;25
Agrostis capillaris;Spain;C;19/12/2016;0;0;18;25
Agrostis capillaris;Spain;C;26/12/2016;0;0;18;25
Agrostis capillaris;Spain;C;02/01/2017;0;0;18;25
Agrostis capillaris;Spain;C;09/01/2017;0;0;18;25
Agrostis capillaris;Spain;C;16/01/2017;0;0;18;25
Agrostis capillaris;Spain;C;23/01/2017;0;0;18;25
Agrostis capillaris;Spain;C;30/01/2017;0;0;18;25
Agrostis capillaris;Spain;C;06/02/2017;0;0;18;25
Agrostis capillaris;Spain;C;13/02/2017;0;0;18;25
Agrostis capillaris;Spain;C;20/02/2017;0;0;18;25
Agrostis capillaris;Spain;C;27/02/2017;0;0;18;25
Agrostis capillaris;Spain;C;06/03/2017;0;0;18;25
Agrostis capillaris;Spain;C;13/03/2017;0;0;18;25
Agrostis capillaris;Spain;C;20/03/2017;0;0;18;25
Agrostis capillaris;Spain;C;27/03/2017;0;0;18;25
Agrostis capillaris;Spain;C;03/04/2017;0;0;18;25
Agrostis capillaris;Spain;C;10/04/2017;0;0;18;25
Agrostis capillaris;Spain;C;17/04/2017;0;0;18;25
Agrostis capillaris;Spain;C;24/04/2017;0;0;18;25
Agrostis capillaris;Spain;C;01/05/2017;0;0;18;25
Agrostis capillaris;Spain;C;08/05/2017;1;1;18;25
Agrostis capillaris;Spain;C;15/05/2017;0;0;18;25
Agrostis capillaris;Spain;C;22/05/2017;0;0;18;25
Agrostis capillaris;Spain;C;29/05/2017;0;0;18;25
Agrostis capillaris;Spain;C;05/06/2017;0;0;18;25
Agrostis capillaris;Spain;C;12/06/2017;1;1;18;25
Agrostis capillaris;Spain;C;19/06/2017;0;0;18;25
Agrostis capillaris;Spain;C;26/06/2017;0;0;18;25
Agrostis capillaris;Spain;C;03/07/2017;0;0;18;25
Agrostis capillaris;Spain;C;10/07/2017;0;0;18;25
Agrostis capillaris;Spain;C;17/07/2017;0;0;18;25
Agrostis capillaris;Spain;C;24/07/2017;0;0;18;25
Agrostis capillaris;Spain;C;31/07/2017;0;0;18;25
Agrostis capillaris;Spain;C;07/08/2017;0;0;18;25
Agrostis capillaris;Spain;D;15/08/2016;0;0;20;25
Agrostis capillaris;Spain;D;22/08/2016;1;1;20;25
Agrostis capillaris;Spain;D;29/08/2016;0;0;20;25
Agrostis capillaris;Spain;D;05/09/2016;0;0;20;25
Agrostis capillaris;Spain;D;12/09/2016;0;0;20;25
Agrostis capillaris;Spain;D;19/09/2016;0;0;20;25
Agrostis capillaris;Spain;D;26/09/2016;2;0;20;25
Agrostis capillaris;Spain;D;03/10/2016;0;2;20;25
Agrostis capillaris;Spain;D;10/10/2016;0;0;20;25
Agrostis capillaris;Spain;D;17/10/2016;0;0;20;25
Agrostis capillaris;Spain;D;24/10/2016;0;0;20;25
Agrostis capillaris;Spain;D;31/10/2016;0;0;20;25
Agrostis capillaris;Spain;D;07/11/2016;0;0;20;25
Agrostis capillaris;Spain;D;14/11/2016;0;0;20;25
Agrostis capillaris;Spain;D;21/11/2016;0;0;20;25
Agrostis capillaris;Spain;D;28/11/2016;0;0;20;25
Agrostis capillaris;Spain;D;05/12/2016;0;0;20;25
Agrostis capillaris;Spain;D;12/12/2016;0;0;20;25
Agrostis capillaris;Spain;D;19/12/2016;0;0;20;25
Agrostis capillaris;Spain;D;26/12/2016;1;1;20;25
Agrostis capillaris;Spain;D;02/01/2017;0;0;20;25
Agrostis capillaris;Spain;D;09/01/2017;0;0;20;25
Agrostis capillaris;Spain;D;16/01/2017;0;0;20;25
Agrostis capillaris;Spain;D;23/01/2017;0;0;20;25
Agrostis capillaris;Spain;D;30/01/2017;0;0;20;25
Agrostis capillaris;Spain;D;06/02/2017;0;0;20;25
Agrostis capillaris;Spain;D;13/02/2017;0;0;20;25
Agrostis capillaris;Spain;D;20/02/2017;0;0;20;25
Agrostis capillaris;Spain;D;27/02/2017;0;0;20;25
Agrostis capillaris;Spain;D;06/03/2017;0;0;20;25
Agrostis capillaris;Spain;D;13/03/2017;0;0;20;25
Agrostis capillaris;Spain;D;20/03/2017;0;0;20;25
Agrostis capillaris;Spain;D;27/03/2017;0;0;20;25
Agrostis capillaris;Spain;D;03/04/2017;0;0;20;25
Agrostis capillaris;Spain;D;10/04/2017;0;0;20;25
Agrostis capillaris;Spain;D;17/04/2017;0;0;20;25
Agrostis capillaris;Spain;D;24/04/2017;0;0;20;25
Agrostis capillaris;Spain;D;01/05/2017;0;0;20;25
Agrostis capillaris;Spain;D;08/05/2017;0;0;20;25
Agrostis capillaris;Spain;D;15/05/2017;1;0;20;25
Agrostis capillaris;Spain;D;22/05/2017;0;0;20;25
Agrostis capillaris;Spain;D;29/05/2017;0;0;20;25
Agrostis capillaris;Spain;D;05/06/2017;0;0;20;25
Agrostis capillaris;Spain;D;12/06/2017;0;0;20;25
Agrostis capillaris;Spain;D;19/06/2017;0;0;20;25
Agrostis capillaris;Spain;D;26/06/2017;0;0;20;25
Agrostis capillaris;Spain;D;03/07/2017;0;0;20;25
Agrostis capillaris;Spain;D;10/07/2017;0;0;20;25
Agrostis capillaris;Spain;D;17/07/2017;0;0;20;25
Agrostis capillaris;Spain;D;24/07/2017;0;0;20;25
Agrostis capillaris;Spain;D;31/07/2017;0;0;20;25
Agrostis capillaris;Spain;D;07/08/2017;0;0;20;25
Ajuga reptans;Spain;A;04/07/2016;0;0;15;25
Ajuga reptans;Spain;A;11/07/2016;0;0;15;25
Ajuga reptans;Spain;A;18/07/2016;0;0;15;25
Ajuga reptans;Spain;A;25/07/2016;0;0;15;25
Ajuga reptans;Spain;A;01/08/2016;1;0;15;25
Ajuga reptans;Spain;A;08/08/2016;0;1;15;25
Ajuga reptans;Spain;A;15/08/2016;0;0;15;25
Ajuga reptans;Spain;A;22/08/2016;0;0;15;25
Ajuga reptans;Spain;A;29/08/2016;0;0;15;25
Ajuga reptans;Spain;A;05/09/2016;0;0;15;25
Ajuga reptans;Spain;A;12/09/2016;0;0;15;25
Ajuga reptans;Spain;A;19/09/2016;0;0;15;25
Ajuga reptans;Spain;A;26/09/2016;0;0;15;25
Ajuga reptans;Spain;A;03/10/2016;0;0;15;25
Ajuga reptans;Spain;A;10/10/2016;0;0;15;25
Ajuga reptans;Spain;A;17/10/2016;0;0;15;25
Ajuga reptans;Spain;A;24/10/2016;0;0;15;25
Ajuga reptans;Spain;A;31/10/2016;0;0;15;25
Ajuga reptans;Spain;A;07/11/2016;0;0;15;25
Ajuga reptans;Spain;A;14/11/2016;0;0;15;25
Ajuga reptans;Spain;A;21/11/2016;1;0;15;25
Ajuga reptans;Spain;A;28/11/2016;0;1;15;25
Ajuga reptans;Spain;A;05/12/2016;0;0;15;25
Ajuga reptans;Spain;A;12/12/2016;0;0;15;25
Ajuga reptans;Spain;A;19/12/2016;0;0;15;25
Ajuga reptans;Spain;A;26/12/2016;0;0;15;25
Ajuga reptans;Spain;A;02/01/2017;0;0;15;25
Ajuga reptans;Spain;A;09/01/2017;0;0;15;25
Ajuga reptans;Spain;A;16/01/2017;0;0;15;25
Ajuga reptans;Spain;A;23/01/2017;0;0;15;25
Ajuga reptans;Spain;A;30/01/2017;0;0;15;25
Ajuga reptans;Spain;A;06/02/2017;0;0;15;25
Ajuga reptans;Spain;A;13/02/2017;0;0;15;25
Ajuga reptans;Spain;A;20/02/2017;0;0;15;25
Ajuga reptans;Spain;A;27/02/2017;0;0;15;25
Ajuga reptans;Spain;A;06/03/2017;0;0;15;25
Ajuga reptans;Spain;A;13/03/2017;0;0;15;25
Ajuga reptans;Spain;A;20/03/2017;0;0;15;25
Ajuga reptans;Spain;A;27/03/2017;1;0;15;25
Ajuga reptans;Spain;A;03/04/2017;0;0;15;25
Ajuga reptans;Spain;A;10/04/2017;0;0;15;25
Ajuga reptans;Spain;A;17/04/2017;1;1;15;25
Ajuga reptans;Spain;A;24/04/2017;3;1;15;25
Ajuga reptans;Spain;A;01/05/2017;0;2;15;25
Ajuga reptans;Spain;A;08/05/2017;7;0;15;25
Ajuga reptans;Spain;A;15/05/2017;0;7;15;25
Ajuga reptans;Spain;A;22/05/2017;0;0;15;25
Ajuga reptans;Spain;A;29/05/2017;0;0;15;25
Ajuga reptans;Spain;A;05/06/2017;0;0;15;25
Ajuga reptans;Spain;A;12/06/2017;0;0;15;25
Ajuga reptans;Spain;A;19/06/2017;0;0;15;25
Ajuga reptans;Spain;A;26/06/2017;0;0;15;25
Ajuga reptans;Spain;B;04/07/2016;0;0;17;25
Ajuga reptans;Spain;B;11/07/2016;0;0;17;25
Ajuga reptans;Spain;B;18/07/2016;1;0;17;25
Ajuga reptans;Spain;B;25/07/2016;3;1;17;25
Ajuga reptans;Spain;B;01/08/2016;1;2;17;25
Ajuga reptans;Spain;B;08/08/2016;0;2;17;25
Ajuga reptans;Spain;B;15/08/2016;0;0;17;25
Ajuga reptans;Spain;B;22/08/2016;0;0;17;25
Ajuga reptans;Spain;B;29/08/2016;0;0;17;25
Ajuga reptans;Spain;B;05/09/2016;0;0;17;25
Ajuga reptans;Spain;B;12/09/2016;0;0;17;25
Ajuga reptans;Spain;B;19/09/2016;0;0;17;25
Ajuga reptans;Spain;B;26/09/2016;0;0;17;25
Ajuga reptans;Spain;B;03/10/2016;0;0;17;25
Ajuga reptans;Spain;B;10/10/2016;0;0;17;25
Ajuga reptans;Spain;B;17/10/2016;0;0;17;25
Ajuga reptans;Spain;B;24/10/2016;0;0;17;25
Ajuga reptans;Spain;B;31/10/2016;0;0;17;25
Ajuga reptans;Spain;B;07/11/2016;0;0;17;25
Ajuga reptans;Spain;B;14/11/2016;0;0;17;25
Ajuga reptans;Spain;B;21/11/2016;1;0;17;25
Ajuga reptans;Spain;B;28/11/2016;0;0;17;25
Ajuga reptans;Spain;B;05/12/2016;0;1;17;25
Ajuga reptans;Spain;B;12/12/2016;0;0;17;25
Ajuga reptans;Spain;B;19/12/2016;0;0;17;25
Ajuga reptans;Spain;B;26/12/2016;0;0;17;25
Ajuga reptans;Spain;B;02/01/2017;0;0;17;25
Ajuga reptans;Spain;B;09/01/2017;0;0;17;25
Ajuga reptans;Spain;B;16/01/2017;0;0;17;25
Ajuga reptans;Spain;B;23/01/2017;0;0;17;25
Ajuga reptans;Spain;B;30/01/2017;0;0;17;25
Ajuga reptans;Spain;B;06/02/2017;0;0;17;25
Ajuga reptans;Spain;B;13/02/2017;0;0;17;25
Ajuga reptans;Spain;B;20/02/2017;0;0;17;25
Ajuga reptans;Spain;B;27/02/2017;0;0;17;25
Ajuga reptans;Spain;B;06/03/2017;0;0;17;25
Ajuga reptans;Spain;B;13/03/2017;0;0;17;25
Ajuga reptans;Spain;B;20/03/2017;0;0;17;25
Ajuga reptans;Spain;B;27/03/2017;0;0;17;25
Ajuga reptans;Spain;B;03/04/2017;0;0;17;25
Ajuga reptans;Spain;B;10/04/2017;0;0;17;25
Ajuga reptans;Spain;B;17/04/2017;0;0;17;25
Ajuga reptans;Spain;B;24/04/2017;1;0;17;25
Ajuga reptans;Spain;B;01/05/2017;1;1;17;25
Ajuga reptans;Spain;B;08/05/2017;8;1;17;25
Ajuga reptans;Spain;B;15/05/2017;0;8;17;25
Ajuga reptans;Spain;B;22/05/2017;0;0;17;25
Ajuga reptans;Spain;B;29/05/2017;0;0;17;25
Ajuga reptans;Spain;B;05/06/2017;0;0;17;25
Ajuga reptans;Spain;B;12/06/2017;1;0;17;25
Ajuga reptans;Spain;B;19/06/2017;0;1;17;25
Ajuga reptans;Spain;B;26/06/2017;0;0;17;25
Ajuga reptans;Spain;C;04/07/2016;0;0;19;25
Ajuga reptans;Spain;C;11/07/2016;0;0;19;25
Ajuga reptans;Spain;C;18/07/2016;3;0;19;25
Ajuga reptans;Spain;C;25/07/2016;1;2;19;25
Ajuga reptans;Spain;C;01/08/2016;1;0;19;25
Ajuga reptans;Spain;C;08/08/2016;1;3;19;25
Ajuga reptans;Spain;C;15/08/2016;0;1;19;25
Ajuga reptans;Spain;C;22/08/2016;1;0;19;25
Ajuga reptans;Spain;C;29/08/2016;1;1;19;25
Ajuga reptans;Spain;C;05/09/2016;1;1;19;25
Ajuga reptans;Spain;C;12/09/2016;0;1;19;25
Ajuga reptans;Spain;C;19/09/2016;0;0;19;25
Ajuga reptans;Spain;C;26/09/2016;0;0;19;25
Ajuga reptans;Spain;C;03/10/2016;0;0;19;25
Ajuga reptans;Spain;C;10/10/2016;0;0;19;25
Ajuga reptans;Spain;C;17/10/2016;0;0;19;25
Ajuga reptans;Spain;C;24/10/2016;0;0;19;25
Ajuga reptans;Spain;C;31/10/2016;0;0;19;25
Ajuga reptans;Spain;C;07/11/2016;0;0;19;25
Ajuga reptans;Spain;C;14/11/2016;0;0;19;25
Ajuga reptans;Spain;C;21/11/2016;1;0;19;25
Ajuga reptans;Spain;C;28/11/2016;0;1;19;25
Ajuga reptans;Spain;C;05/12/2016;0;0;19;25
Ajuga reptans;Spain;C;12/12/2016;0;0;19;25
Ajuga reptans;Spain;C;19/12/2016;0;0;19;25
Ajuga reptans;Spain;C;26/12/2016;0;0;19;25
Ajuga reptans;Spain;C;02/01/2017;0;0;19;25
Ajuga reptans;Spain;C;09/01/2017;0;0;19;25
Ajuga reptans;Spain;C;16/01/2017;0;0;19;25
Ajuga reptans;Spain;C;23/01/2017;0;0;19;25
Ajuga reptans;Spain;C;30/01/2017;0;0;19;25
Ajuga reptans;Spain;C;06/02/2017;0;0;19;25
Ajuga reptans;Spain;C;13/02/2017;0;0;19;25
Ajuga reptans;Spain;C;20/02/2017;0;0;19;25
Ajuga reptans;Spain;C;27/02/2017;0;0;19;25
Ajuga reptans;Spain;C;06/03/2017;0;0;19;25
Ajuga reptans;Spain;C;13/03/2017;0;0;19;25
Ajuga reptans;Spain;C;20/03/2017;0;0;19;25
Ajuga reptans;Spain;C;27/03/2017;0;0;19;25
Ajuga reptans;Spain;C;03/04/2017;0;0;19;25
Ajuga reptans;Spain;C;10/04/2017;0;0;19;25
Ajuga reptans;Spain;C;17/04/2017;2;0;19;25
Ajuga reptans;Spain;C;24/04/2017;1;0;19;25
Ajuga reptans;Spain;C;01/05/2017;0;2;19;25
Ajuga reptans;Spain;C;08/05/2017;6;1;19;25
Ajuga reptans;Spain;C;15/05/2017;0;6;19;25
Ajuga reptans;Spain;C;22/05/2017;0;0;19;25
Ajuga reptans;Spain;C;29/05/2017;0;0;19;25
Ajuga reptans;Spain;C;05/06/2017;0;0;19;25
Ajuga reptans;Spain;C;12/06/2017;0;0;19;25
Ajuga reptans;Spain;C;19/06/2017;0;0;19;25
Ajuga reptans;Spain;C;26/06/2017;0;0;19;25
Ajuga reptans;Spain;D;04/07/2016;0;0;20;25
Ajuga reptans;Spain;D;11/07/2016;0;0;20;25
Ajuga reptans;Spain;D;18/07/2016;1;0;20;25
Ajuga reptans;Spain;D;25/07/2016;4;1;20;25
Ajuga reptans;Spain;D;01/08/2016;2;4;20;25
Ajuga reptans;Spain;D;08/08/2016;2;1;20;25
Ajuga reptans;Spain;D;15/08/2016;0;1;20;25
Ajuga reptans;Spain;D;22/08/2016;0;0;20;25
Ajuga reptans;Spain;D;29/08/2016;1;0;20;25
Ajuga reptans;Spain;D;05/09/2016;0;1;20;25
Ajuga reptans;Spain;D;12/09/2016;0;0;20;25
Ajuga reptans;Spain;D;19/09/2016;0;0;20;25
Ajuga reptans;Spain;D;26/09/2016;0;0;20;25
Ajuga reptans;Spain;D;03/10/2016;0;0;20;25
Ajuga reptans;Spain;D;10/10/2016;0;0;20;25
Ajuga reptans;Spain;D;17/10/2016;0;0;20;25
Ajuga reptans;Spain;D;24/10/2016;0;0;20;25
Ajuga reptans;Spain;D;31/10/2016;0;0;20;25
Ajuga reptans;Spain;D;07/11/2016;0;0;20;25
Ajuga reptans;Spain;D;14/11/2016;0;0;20;25
Ajuga reptans;Spain;D;21/11/2016;0;0;20;25
Ajuga reptans;Spain;D;28/11/2016;0;0;20;25
Ajuga reptans;Spain;D;05/12/2016;0;0;20;25
Ajuga reptans;Spain;D;12/12/2016;0;0;20;25
Ajuga reptans;Spain;D;19/12/2016;0;0;20;25
Ajuga reptans;Spain;D;26/12/2016;0;0;20;25
Ajuga reptans;Spain;D;02/01/2017;0;0;20;25
Ajuga reptans;Spain;D;09/01/2017;0;0;20;25
Ajuga reptans;Spain;D;16/01/2017;0;0;20;25
Ajuga reptans;Spain;D;23/01/2017;0;0;20;25
Ajuga reptans;Spain;D;30/01/2017;0;0;20;25
Ajuga reptans;Spain;D;06/02/2017;0;0;20;25
Ajuga reptans;Spain;D;13/02/2017;0;0;20;25
Ajuga reptans;Spain;D;20/02/2017;0;0;20;25
Ajuga reptans;Spain;D;27/02/2017;0;0;20;25
Ajuga reptans;Spain;D;06/03/2017;0;0;20;25
Ajuga reptans;Spain;D;13/03/2017;0;0;20;25
Ajuga reptans;Spain;D;20/03/2017;0;0;20;25
Ajuga reptans;Spain;D;27/03/2017;0;0;20;25
Ajuga reptans;Spain;D;03/04/2017;0;0;20;25
Ajuga reptans;Spain;D;10/04/2017;0;0;20;25
Ajuga reptans;Spain;D;17/04/2017;0;0;20;25
Ajuga reptans;Spain;D;24/04/2017;0;0;20;25
Ajuga reptans;Spain;D;01/05/2017;1;0;20;25
Ajuga reptans;Spain;D;08/05/2017;9;1;20;25
Ajuga reptans;Spain;D;15/05/2017;0;9;20;25
Ajuga reptans;Spain;D;22/05/2017;0;0;20;25
Ajuga reptans;Spain;D;29/05/2017;0;0;20;25
Ajuga reptans;Spain;D;05/06/2017;0;0;20;25
Ajuga reptans;Spain;D;12/06/2017;0;0;20;25
Ajuga reptans;Spain;D;19/06/2017;0;0;20;25
Ajuga reptans;Spain;D;26/06/2017;0;0;20;25
Anemone nemorosa;Britain;A;06/06/2016;0;0;21;25
Anemone nemorosa;Britain;A;13/06/2016;0;0;21;25
Anemone nemorosa;Britain;A;20/06/2016;0;0;21;25
Anemone nemorosa;Britain;A;27/06/2016;0;0;21;25
Anemone nemorosa;Britain;A;04/07/2016;0;0;21;25
Anemone nemorosa;Britain;A;11/07/2016;0;0;21;25
Anemone nemorosa;Britain;A;18/07/2016;0;0;21;25
Anemone nemorosa;Britain;A;25/07/2016;0;0;21;25
Anemone nemorosa;Britain;A;01/08/2016;0;0;21;25
Anemone nemorosa;Britain;A;08/08/2016;0;0;21;25
Anemone nemorosa;Britain;A;15/08/2016;0;0;21;25
Anemone nemorosa;Britain;A;22/08/2016;0;0;21;25
Anemone nemorosa;Britain;A;29/08/2016;0;0;21;25
Anemone nemorosa;Britain;A;05/09/2016;0;0;21;25
Anemone nemorosa;Britain;A;12/09/2016;0;0;21;25
Anemone nemorosa;Britain;A;19/09/2016;0;0;21;25
Anemone nemorosa;Britain;A;26/09/2016;0;0;21;25
Anemone nemorosa;Britain;A;03/10/2016;0;0;21;25
Anemone nemorosa;Britain;A;10/10/2016;0;0;21;25
Anemone nemorosa;Britain;A;17/10/2016;0;0;21;25
Anemone nemorosa;Britain;A;24/10/2016;0;0;21;25
Anemone nemorosa;Britain;A;31/10/2016;4;0;21;25
Anemone nemorosa;Britain;A;07/11/2016;1;0;21;25
Anemone nemorosa;Britain;A;14/11/2016;2;0;21;25
Anemone nemorosa;Britain;A;21/11/2016;3;0;21;25
Anemone nemorosa;Britain;A;28/11/2016;3;0;21;25
Anemone nemorosa;Britain;A;05/12/2016;2;0;21;25
Anemone nemorosa;Britain;A;12/12/2016;1;0;21;25
Anemone nemorosa;Britain;A;19/12/2016;0;0;21;25
Anemone nemorosa;Britain;A;26/12/2016;0;0;21;25
Anemone nemorosa;Britain;A;02/01/2017;0;0;21;25
Anemone nemorosa;Britain;A;09/01/2017;0;0;21;25
Anemone nemorosa;Britain;A;16/01/2017;0;0;21;25
Anemone nemorosa;Britain;A;23/01/2017;0;0;21;25
Anemone nemorosa;Britain;A;30/01/2017;0;0;21;25
Anemone nemorosa;Britain;A;06/02/2017;0;0;21;25
Anemone nemorosa;Britain;A;13/02/2017;0;0;21;25
Anemone nemorosa;Britain;A;20/02/2017;0;0;21;25
Anemone nemorosa;Britain;A;27/02/2017;0;0;21;25
Anemone nemorosa;Britain;A;06/03/2017;0;0;21;25
Anemone nemorosa;Britain;A;13/03/2017;0;3;21;25
