species;accession;code;incubator;petridish;total;viable;date;germinated
Phalacrocarpum oppossitofolium;250821-05;250821-05b;Fellfield;1;25;17;03/04/2022;0
Phalacrocarpum oppossitofolium;250821-05;250821-05b;Fellfield;2;25;18;03/04/2022;0
Plantago holosteum;250821-12;250821-12b;Fellfield;5;25;24;03/04/2022;0
Plantago holosteum;250821-12;250821-12b;Fellfield;6;25;25;03/04/2022;0
Solidago virgaurea;250821-13;250821-13b;Fellfield;5;22;18;03/04/2022;0
Solidago virgaurea;250821-13;250821-13b;Fellfield;6;25;19;03/04/2022;0
Koeleria vallesiana;300821-02;300821-02b;Fellfield;5;25;24;03/04/2022;0
Koeleria vallesiana;300821-02;300821-02b;Fellfield;6;25;23;03/04/2022;0
Anthyllis vulneraria;300821-04;300821-04b;Fellfield;5;25;25;03/04/2022;0
Anthyllis vulneraria;300821-04;300821-04b;Fellfield;6;25;20;03/04/2022;0
Jurinea humilis;310821-01;310821-01b;Fellfield;5;9;7;03/04/2022;0
Jurinea humilis;310821-01;310821-01b;Fellfield;6;15;8;03/04/2022;0
Sesleria caerula;310821-03;310821-03b;Fellfield;6;23;15;03/04/2022;0
Anthyllis vulneraria;310821-12;310821-12b;Fellfield;5;25;24;03/04/2022;0
Anthyllis vulneraria;310821-12;310821-12b;Fellfield;6;25;22;03/04/2022;0
Helianthemum urrielense;130921-05;130921-05b;Fellfield;5;25;20;03/04/2022;0
Helianthemum urrielense;130921-05;130921-05b;Fellfield;6;25;15;03/04/2022;0
Helianthemum urrielense;140921-04;140921-04b;Fellfield;5;25;11;03/04/2022;0
Helianthemum urrielense;140921-04;140921-04b;Fellfield;6;25;14;03/04/2022;0
Koeleria vallesiana;310821-09;310821-09b;Fellfield;5;25;22;03/04/2022;0
Koeleria vallesiana;310821-09;310821-09b;Fellfield;6;25;23;03/04/2022;0
Kobresia myosuroides;130921-03;130921-03b;Fellfield;5;25;23;03/04/2022;0
Kobresia myosuroides;130921-03;130921-03b;Fellfield;6;25;25;03/04/2022;0
Iberis carnosa;130921-12;130921-12b;Fellfield;5;25;25;03/04/2022;0
