species;family;mountain;code;incubator;petridish;petricode;total;viable;date;germinated;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Fellfield;6;130921-03-F6;25;25;05/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Fellfield;6;130921-03-F6;25;25;12/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Fellfield;6;130921-03-F6;25;25;19/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Fellfield;6;130921-03-F6;25;25;26/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Fellfield;6;130921-03-F6;25;25;01/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Fellfield;6;130921-03-F6;25;25;08/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Fellfield;6;130921-03-F6;25;25;08/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Fellfield;6;130921-03-F6;25;25;15/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Fellfield;6;130921-03-F6;25;25;22/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;28/10/2021;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;10/11/2021;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;12/05/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;19/05/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;26/05/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;02/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;09/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;16/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;23/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;30/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;07/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;14/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;20/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;28/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;02/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;08/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;16/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;5;130921-03-S5;25;24;22/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;28/10/2021;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;10/11/2021;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;12/05/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;19/05/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;26/05/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;02/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;09/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;16/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;23/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;30/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;07/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;14/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;20/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;28/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;02/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;08/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;16/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kobresia myosuroides;Cyperacea;Temperate alpine;130921-03;Snowbed;6;130921-03-S6;25;23;22/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;27/10/2021;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;10/11/2021;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;12/04/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;19/04/2022;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;26/04/2022;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;03/05/2022;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;10/05/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;17/05/2022;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;24/05/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;30/05/2022;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;31/05/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;07/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;14/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;22/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;28/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;05/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;12/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;19/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;26/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;01/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;08/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;08/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;15/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;5;300821-02-F5;25;24;22/08/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;27/10/2021;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;10/11/2021;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;12/04/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;19/04/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;26/04/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;03/05/2022;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;10/05/2022;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;17/05/2022;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;24/05/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;31/05/2022;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;31/05/2022;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;07/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;14/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;22/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;28/06/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;05/07/2022;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koeleria vallesiana;Poaceae;Temperate alpine;300821-02;Fellfield;6;300821-02-F6;25;24;12/07/2022;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
