Macroclimate;Site;week;T;X;N;Snow;FDD;GDD;order
Mediterranean;Rabinalto;43;4.54958273;7.167771476;3.005471366;0;0;4.54958273;13
Mediterranean;Rabinalto;44;2.031980354;2.546442781;1.714042868;0;0;1.893164877;14
Mediterranean;Rabinalto;45;1.641026787;2.990071416;0.871271441;0;0;1.51848274;15
Mediterranean;Rabinalto;46;0.143642858;0.727514269;-0.251471417;0.142857143;-0.243519641;0.25773869;16
Mediterranean;Rabinalto;47;0.139600595;0.180385714;0.097671429;1;-0.008433333;0;17
Mediterranean;Rabinalto;48;0.404368455;0.492857146;0.328971431;0.428571429;0;0;18
Mediterranean;Rabinalto;49;0.160967857;0.587985699;-0.007242859;0.857142857;-0.024663095;0;19
Mediterranean;Rabinalto;50;-0.701175598;-0.331942854;-1.031728574;0;-0.701175598;0;20
Mediterranean;Rabinalto;51;-0.12851131;0.16738572;-0.329614278;0.571428571;-0.177733333;0;21
Mediterranean;Rabinalto;52;0.418168452;1.022357146;0.032585716;0.571428571;-0.023377381;0.250681547;22
Mediterranean;Solana;1;0.208682736;0.973228539;-0.309657141;0.428571429;-0.183319643;0.386948212;23
Mediterranean;Solana;2;-0.748869045;1.90934282;-2.387057148;0;-1.119205353;0.365147022;24
Mediterranean;Solana;3;-0.71233631;2.035428545;-2.411971416;0;-0.71233631;0;25
Mediterranean;Solana;4;-0.553470238;3.045314227;-2.625357143;0;-0.762619043;0.158664283;26
Mediterranean;Solana;5;1.773421423;7.103542736;-0.491142851;0;0;1.42306785;27
Mediterranean;Solana;6;2.045164883;6.97832857;-0.245571426;0;-0.063344047;1.978032143;28
Mediterranean;Solana;7;0.412517259;3.859257098;-1.35968573;0;-0.509677384;0.901013097;29
Mediterranean;Solana;8;2.656935703;9.751557198;-0.316514277;0;0;2.625714869;30
Mediterranean;Solana;9;1.225541671;3.420571464;0.027557154;0.142857143;-0.071066667;1.255345838;31
Mediterranean;Solana;10;-0.535674407;-0.147214289;-1.214957144;0;-0.535674407;0;32
Mediterranean;Solana;11;-0.073148216;0.909714293;-0.665800003;0.142857143;-0.234698216;0;33
Mediterranean;Solana;12;1.704766674;4.557385767;0.181628573;0.142857143;0;1.643851198;34
Mediterranean;Solana;13;1.091142854;2.96079998;0.026885712;0.142857143;-0.155414881;1.163327973;35
Mediterranean;Solana;14;1.481823816;5.804171392;-0.684728569;0;-0.060711902;1.480700599;36
Mediterranean;Solana;15;5.535235724;13.11119978;1.227971456;0;0;5.467398223;37
Mediterranean;Solana;16;2.451484515;6.536257122;0.570128589;0;0;2.190869634;38
Mediterranean;Solana;17;6.459032118;13.9129997;1.712028612;0;0;6.459032118;39
Mediterranean;Solana;18;11.64653634;23.35788591;3.380928567;0;0;11.64653634;40
Mediterranean;Solana;19;14.53539459;23.99542808;8.255599908;0;0;14.53539459;41
Mediterranean;Solana;20;12.17827262;19.05685725;7.801199913;0;0;12.17827262;42
Mediterranean;Solana;21;13.16367204;24.56032876;6.206114224;0;0;13.16367204;43
Mediterranean;Solana;22;10.27365956;16.90427167;6.488157204;0;0;10.27365956;44
Mediterranean;Solana;23;14.51188034;23.54125704;8.719128472;0;0;14.51188034;45
Mediterranean;Solana;24;17.443572;25.75204263;12.17698567;0;0;17.443572;46
Mediterranean;Solana;25;10.03051015;17.25954301;5.515742915;0;0;10.03051015;47
Mediterranean;Solana;26;15.54877562;27.09505735;7.371442863;0;0;15.54877562;48
Mediterranean;Solana;27;15.56870888;25.2881248;8.894712448;0;0;15.56870888;49
Mediterranean;Solana;28;19.36122668;33.20329939;9.852985722;0;0;19.36122668;50
Mediterranean;Solana;29;21.10901194;34.06145723;12.82124274;0;0;21.10901194;51
Mediterranean;Solana;30;18.58230125;31.55221421;10.11090006;0;0;18.58230125;52
Mediterranean;Solana;31;15.87188926;25.35188566;9.595999855;0;0;15.87188926;1
Mediterranean;Solana;32;22.39655361;35.73171398;13.51622854;0;0;22.39655361;2
Mediterranean;Solana;33;21.67274873;35.98362814;12.47367123;0;0;21.67274873;3
Mediterranean;Solana;34;19.12179109;28.89645685;12.81602846;0;0;19.12179109;4
Mediterranean;Solana;35;15.12535004;22.52322837;10.42932865;0;0;15.12535004;5
Mediterranean;Solana;36;12.63268218;17.84921415;9.002542971;0;0;12.63268218;6
Mediterranean;Solana;37;10.00569763;15.29240036;6.512871368;0;0;10.00569763;7
Mediterranean;Solana;38;8.449745208;12.80908557;5.718414204;0;0;8.449745208;8
Mediterranean;Solana;39;9.897852996;16.58920002;6.199114357;0;0;9.897852996;9
Mediterranean;Solana;40;9.634347589;17.32378565;5.230957167;0;0;9.634347589;10
Mediterranean;Solana;41;10.24344227;18.70551436;5.667800018;0;0;10.24344227;11
Mediterranean;Solana;42;8.477809532;15.0198431;4.774785791;0;0;8.477809532;12
Mediterranean;Solana;43;5.957163693;10.68721431;2.900385669;0;0;5.957163693;13
Mediterranean;Solana;44;1.424899998;2.014857088;0.996528574;0;0;1.331054165;14
Mediterranean;Solana;45;2.47949702;6.279799938;0.850771417;0;0;2.47949702;15
Mediterranean;Solana;46;2.551376181;7.995714187;0.306757142;0;0;2.551376181;16
Mediterranean;Solana;47;0.773976785;0.930128583;0.637871431;0;0;0.161696428;17
Mediterranean;Solana;48;0.535886314;0.5448;0.525714287;0.142857143;0;0;18
Mediterranean;Solana;49;0.405409526;0.415071432;0.393714283;1;0;0;19
Mediterranean;Solana;50;0.374857736;0.385314286;0.366242856;1;0;0;20
Mediterranean;Solana;51;0.358428571;0.367014285;0.347942859;1;0;0;21
Mediterranean;Solana;52;1.870830944;4.384342866;0.533328567;0.142857143;0;1.756230348;22
