species;accession;code;incubator;petridish;total;viable;date;germinated
Agrostis tileni;250821-06;250821-06;Fellfield;2;22;2;20/09/2021;0
Agrostis tileni;250821-06;250821-06;Fellfield;2;22;2;07/10/2021;0
Agrostis tileni;250821-06;250821-06;Fellfield;2;22;2;26/10/2021;0
Agrostis tileni;250821-06;250821-06;Fellfield;2;22;2;08/11/2021;0
Agrostis tileni;250821-06;250821-06;Fellfield;2;22;2;04/04/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;2;22;2;11/04/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;2;22;2;18/04/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;2;22;2;25/04/2022;2
Agrostis tileni;250821-06;250821-06;Fellfield;3;22;5;20/09/2021;0
Agrostis tileni;250821-06;250821-06;Fellfield;3;22;5;07/10/2021;0
Agrostis tileni;250821-06;250821-06;Fellfield;3;22;5;26/10/2021;0
Agrostis tileni;250821-06;250821-06;Fellfield;3;22;5;08/11/2021;0
Agrostis tileni;250821-06;250821-06;Fellfield;3;22;5;04/04/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;3;22;5;11/04/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;3;22;5;18/04/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;3;22;5;25/04/2022;4
Agrostis tileni;250821-06;250821-06;Fellfield;3;22;5;02/05/2022;1
Agrostis tileni;250821-06;250821-06;Fellfield;4;22;2;20/09/2021;0
Agrostis tileni;250821-06;250821-06;Fellfield;4;22;2;07/10/2021;0
Agrostis tileni;250821-06;250821-06;Fellfield;4;22;2;26/10/2021;0
Agrostis tileni;250821-06;250821-06;Fellfield;4;22;2;08/11/2021;0
Agrostis tileni;250821-06;250821-06;Fellfield;4;22;2;04/04/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;4;22;2;11/04/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;4;22;2;18/04/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;4;22;2;25/04/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;4;22;2;02/05/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;4;22;2;09/05/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;4;22;2;16/05/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;4;22;2;23/05/2022;0
Agrostis tileni;250821-06;250821-06;Fellfield;4;22;2;30/05/2022;2
Agrostis tileni;250821-06;250821-06;Snowbed;1;25;1;20/09/2021;0
Agrostis tileni;250821-06;250821-06;Snowbed;1;25;1;07/10/2021;0
Agrostis tileni;250821-06;250821-06;Snowbed;1;25;1;26/10/2021;0
Agrostis tileni;250821-06;250821-06;Snowbed;1;25;1;08/11/2021;0
Agrostis tileni;250821-06;250821-06;Snowbed;1;25;1;10/05/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;1;25;1;11/05/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;1;25;1;18/05/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;1;25;1;25/05/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;1;25;1;01/06/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;1;25;1;08/06/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;1;25;1;15/06/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;1;25;1;23/06/2022;1
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;20/09/2021;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;07/10/2021;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;26/10/2021;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;08/11/2021;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;10/05/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;11/05/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;18/05/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;25/05/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;01/06/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;08/06/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;15/06/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;23/06/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;29/06/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;06/07/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;13/07/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;20/07/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;27/07/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;02/08/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;08/08/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;16/08/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;22/08/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;29/08/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;07/09/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;13/09/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;3;25;1;19/09/2022;1
Agrostis tileni;250821-06;250821-06;Snowbed;4;25;3;20/09/2021;0
Agrostis tileni;250821-06;250821-06;Snowbed;4;25;3;07/10/2021;0
Agrostis tileni;250821-06;250821-06;Snowbed;4;25;3;26/10/2021;0
Agrostis tileni;250821-06;250821-06;Snowbed;4;25;3;08/11/2021;0
Agrostis tileni;250821-06;250821-06;Snowbed;4;25;3;10/05/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;4;25;3;11/05/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;4;25;3;18/05/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;4;25;3;25/05/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;4;25;3;01/06/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;4;25;3;08/06/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;4;25;3;15/06/2022;0
Agrostis tileni;250821-06;250821-06;Snowbed;4;25;3;23/06/2022;3
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;21/09/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;07/10/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;26/10/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;08/11/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;04/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;11/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;18/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;25/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;02/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;09/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;16/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;23/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;30/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;06/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;13/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;21/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;27/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;04/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;11/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;18/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;25/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;01/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;08/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;15/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;22/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;29/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;06/09/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;13/09/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;1;25;24;19/09/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;21/09/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;07/10/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;26/10/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;08/11/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;04/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;11/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;18/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;25/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;02/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;09/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;16/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;23/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;30/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;06/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;13/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;21/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;27/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;04/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;11/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;18/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;25/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;01/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;08/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;15/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;22/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;29/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;06/09/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;13/09/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;2;25;25;19/09/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;21/09/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;07/10/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;26/10/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;08/11/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;04/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;11/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;18/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;25/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;02/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;09/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;16/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;23/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;30/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;06/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;13/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;21/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;27/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;04/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;11/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;18/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;25/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;01/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;08/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;15/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;22/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;29/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;06/09/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;13/09/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;3;25;25;19/09/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;21/09/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;07/10/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;26/10/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;08/11/2021;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;04/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;11/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;18/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;25/04/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;02/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;09/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;16/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;23/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;30/05/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;06/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;13/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;21/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;27/06/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;04/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;11/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;18/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;25/07/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;01/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;08/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;15/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;22/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;29/08/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;06/09/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;13/09/2022;0
Androsace villosa;300821-03;300821-03;Fellfield;4;25;24;19/09/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;21/09/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;07/10/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;26/10/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;08/11/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;10/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;11/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;18/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;25/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;01/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;08/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;15/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;23/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;29/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;06/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;13/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;20/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;27/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;02/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;08/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;16/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;22/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;29/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;07/09/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;13/09/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;1;25;25;19/09/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;21/09/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;07/10/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;26/10/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;08/11/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;10/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;11/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;18/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;25/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;01/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;08/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;15/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;23/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;29/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;06/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;13/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;20/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;27/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;02/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;08/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;16/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;22/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;29/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;07/09/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;13/09/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;2;25;24;19/09/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;21/09/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;07/10/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;26/10/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;08/11/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;10/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;11/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;18/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;25/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;01/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;08/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;15/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;23/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;29/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;06/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;13/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;20/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;27/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;02/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;08/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;16/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;22/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;29/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;07/09/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;13/09/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;3;25;25;19/09/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;21/09/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;07/10/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;26/10/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;08/11/2021;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;10/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;11/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;18/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;25/05/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;01/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;08/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;15/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;23/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;29/06/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;06/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;13/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;20/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;27/07/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;02/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;08/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;16/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;22/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;29/08/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;07/09/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;13/09/2022;0
Androsace villosa;300821-03;300821-03;Snowbed;4;25;25;19/09/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;24/09/2021;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;08/10/2021;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;27/10/2021;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;09/11/2021;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;04/04/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;11/04/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;18/04/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;25/04/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;02/05/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;09/05/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;16/05/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;23/05/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;30/05/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;06/06/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;13/06/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;21/06/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;27/06/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;04/07/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;11/07/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;18/07/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;25/07/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;01/08/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;08/08/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;15/08/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;22/08/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;29/08/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;06/09/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;13/09/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;1;25;23;19/09/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;24/09/2021;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;08/10/2021;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;27/10/2021;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;09/11/2021;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;04/04/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;11/04/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;18/04/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;25/04/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;02/05/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;09/05/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;16/05/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;23/05/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;30/05/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;06/06/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;13/06/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;21/06/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;27/06/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;04/07/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;11/07/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;18/07/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;25/07/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;01/08/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;08/08/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;15/08/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;22/08/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;29/08/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;06/09/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;13/09/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;2;25;22;19/09/2022;0
Androsace villosa;310821-11;310821-11;Fellfield;3;25;22;24/09/2021;0
Androsace villosa;310821-11;310821-11;Fellfield;3;25;22;08/10/2021;0
Androsace villosa;310821-11;310821-11;Fellfield;3;25;22;27/10/2021;0
