species;code;condition;petridish;petricode;total;viable;date;germinated
Gentiana verna;130921-06;Fellfield;4;130921-06-F4;25;16;12/07/2022;0
Gentiana verna;130921-06;Fellfield;4;130921-06-F4;25;16;19/07/2022;0
Gentiana verna;130921-06;Fellfield;4;130921-06-F4;25;16;26/07/2022;0
Gentiana verna;130921-06;Fellfield;4;130921-06-F4;25;16;01/08/2022;0
Gentiana verna;130921-06;Fellfield;4;130921-06-F4;25;16;08/08/2022;0
Gentiana verna;130921-06;Fellfield;4;130921-06-F4;25;16;15/08/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;08/10/2021;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;19/10/2021;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;02/11/2021;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;11/11/2021;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;04/04/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;12/04/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;19/04/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;26/04/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;03/05/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;10/05/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;17/05/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;24/05/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;31/05/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;07/06/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;14/06/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;22/06/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;28/06/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;05/07/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;12/07/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;19/07/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;26/07/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;01/08/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;08/08/2022;0
Gentiana verna;140921-06;Fellfield;1;140921-06-F1;25;23;15/08/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;08/10/2021;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;19/10/2021;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;02/11/2021;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;11/11/2021;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;04/04/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;12/04/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;19/04/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;26/04/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;03/05/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;10/05/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;17/05/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;24/05/2022;1
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;31/05/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;07/06/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;14/06/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;22/06/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;28/06/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;05/07/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;12/07/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;19/07/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;26/07/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;01/08/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;08/08/2022;0
Gentiana verna;140921-06;Fellfield;2;140921-06-F2;24;23;15/08/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;08/10/2021;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;19/10/2021;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;02/11/2021;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;11/11/2021;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;04/04/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;12/04/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;19/04/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;26/04/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;03/05/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;10/05/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;17/05/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;24/05/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;31/05/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;07/06/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;14/06/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;22/06/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;28/06/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;05/07/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;12/07/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;19/07/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;26/07/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;01/08/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;08/08/2022;0
Gentiana verna;140921-06;Fellfield;3;140921-06-F3;25;24;15/08/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;08/10/2021;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;19/10/2021;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;02/11/2021;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;11/11/2021;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;04/04/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;12/04/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;19/04/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;26/04/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;03/05/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;10/05/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;17/05/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;24/05/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;31/05/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;07/06/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;14/06/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;22/06/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;28/06/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;05/07/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;12/07/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;19/07/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;26/07/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;01/08/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;08/08/2022;0
Gentiana verna;140921-06;Fellfield;4;140921-06-F4;25;25;15/08/2022;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;29/09/2021;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;14/10/2021;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;28/10/2021;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;09/11/2021;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;26/04/2022;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;12/05/2022;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;19/05/2022;2
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;02/06/2022;1
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;09/06/2022;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;16/06/2022;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;24/06/2022;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;30/06/2022;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;07/07/2022;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;14/07/2022;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;20/07/2022;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;27/07/2022;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;02/08/2022;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;08/08/2022;0
Gentiana verna;130921-06;Snowbed;1;130921-06-S1;25;18;16/08/2022;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;29/09/2021;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;14/10/2021;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;28/10/2021;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;09/11/2021;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;26/04/2022;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;12/05/2022;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;19/05/2022;5
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;02/06/2022;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;09/06/2022;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;16/06/2022;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;24/06/2022;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;30/06/2022;1
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;07/07/2022;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;14/07/2022;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;20/07/2022;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;27/07/2022;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;02/08/2022;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;08/08/2022;0
Gentiana verna;130921-06;Snowbed;2;130921-06-S2;25;18;16/08/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;29/09/2021;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;14/10/2021;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;28/10/2021;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;09/11/2021;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;26/04/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;12/05/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;19/05/2022;1
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;02/06/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;09/06/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;16/06/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;24/06/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;30/06/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;07/07/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;14/07/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;20/07/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;27/07/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;02/08/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;08/08/2022;0
Gentiana verna;130921-06;Snowbed;3;130921-06-S3;25;22;16/08/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;29/09/2021;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;14/10/2021;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;28/10/2021;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;09/11/2021;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;26/04/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;12/05/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;19/05/2022;1
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;02/06/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;09/06/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;16/06/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;24/06/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;30/06/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;07/07/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;14/07/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;20/07/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;27/07/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;02/08/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;08/08/2022;0
Gentiana verna;130921-06;Snowbed;4;130921-06-S4;23;15;16/08/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;23;08/10/2021;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;19/10/2021;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;02/11/2021;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;11/11/2021;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;26/04/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;12/05/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;19/05/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;02/06/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;09/06/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;16/06/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;24/06/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;30/06/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;07/07/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;14/07/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;20/07/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;27/07/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;24;02/08/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;22;08/08/2022;0
Gentiana verna;140921-06;Snowbed;1;140921-06-S1;25;22;16/08/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;23;08/10/2021;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;19/10/2021;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;02/11/2021;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;11/11/2021;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;26/04/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;12/05/2022;1
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;19/05/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;02/06/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;09/06/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;16/06/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;24/06/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;30/06/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;07/07/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;14/07/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;20/07/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;27/07/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;25;02/08/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;23;08/08/2022;0
Gentiana verna;140921-06;Snowbed;2;140921-06-S2;25;22;16/08/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;08/10/2021;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;19/10/2021;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;02/11/2021;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;11/11/2021;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;26/04/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;12/05/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;19/05/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;02/06/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;09/06/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;16/06/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;24/06/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;30/06/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;07/07/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;14/07/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;20/07/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;27/07/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;02/08/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;08/08/2022;0
Gentiana verna;140921-06;Snowbed;3;140921-06-S3;25;24;16/08/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;08/10/2021;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;19/10/2021;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;02/11/2021;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;11/11/2021;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;26/04/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;12/05/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;19/05/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;02/06/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;09/06/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;16/06/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;24/06/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;30/06/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;07/07/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;14/07/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;20/07/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;27/07/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;02/08/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;08/08/2022;0
Gentiana verna;140921-06;Snowbed;4;140921-06-S4;25;24;16/08/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;13/10/2021;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;25/10/2021;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;10/11/2021;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;04/04/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;12/04/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;19/04/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;26/04/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;03/05/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;10/05/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;17/05/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;24/05/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;31/05/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;07/06/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;14/06/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;22/06/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;28/06/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;05/07/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;12/07/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;19/07/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;26/07/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;01/08/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;08/08/2022;0
Gentianella campestris;300921-03;Fellfield;1;300921-03-F1;25;25;15/08/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;13/10/2021;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;25/10/2021;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;10/11/2021;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;04/04/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;12/04/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;19/04/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;26/04/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;03/05/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;10/05/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;17/05/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;24/05/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;31/05/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;07/06/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;14/06/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;22/06/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;28/06/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;05/07/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;12/07/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;19/07/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;26/07/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;01/08/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;08/08/2022;0
Gentianella campestris;300921-03;Fellfield;2;300921-03-F2;25;25;15/08/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;24;13/10/2021;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;25/10/2021;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;10/11/2021;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;04/04/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;12/04/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;19/04/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;26/04/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;03/05/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;10/05/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;17/05/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;24/05/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;31/05/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;07/06/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;14/06/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;22/06/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;28/06/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;05/07/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;12/07/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;19/07/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;26/07/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;01/08/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;08/08/2022;0
Gentianella campestris;300921-03;Fellfield;3;300921-03-F3;25;23;15/08/2022;0
Gentianella campestris;300921-03;Fellfield;4;300921-03-F4;25;25;13/10/2021;0
Gentianella campestris;300921-03;Fellfield;4;300921-03-F4;25;25;25/10/2021;0
Gentianella campestris;300921-03;Fellfield;4;300921-03-F4;25;25;10/11/2021;0
Gentianella campestris;300921-03;Fellfield;4;300921-03-F4;25;25;04/04/2022;0
Gentianella campestris;300921-03;Fellfield;4;300921-03-F4;25;25;12/04/2022;0
Gentianella campestris;300921-03;Fellfield;4;300921-03-F4;25;25;19/04/2022;0
Gentianella campestris;300921-03;Fellfield;4;300921-03-F4;25;25;26/04/2022;0
