species;code;condition;petridish;petricode;total;viable;date;germinated
Agrostis tileni;250821-06;Fellfield;1;250821-06-F1;25;0;20/09/2021;0
Agrostis tileni;250821-06;Fellfield;1;250821-06-F1;25;0;07/10/2021;0
Agrostis tileni;250821-06;Fellfield;1;250821-06-F1;25;0;26/10/2021;0
Agrostis tileni;250821-06;Fellfield;1;250821-06-F1;25;0;08/11/2021;0
Agrostis tileni;250821-06;Fellfield;1;250821-06-F1;25;0;04/04/2022;0
Agrostis tileni;250821-06;Fellfield;1;250821-06-F1;25;0;11/04/2022;0
Agrostis tileni;250821-06;Fellfield;1;250821-06-F1;25;0;18/04/2022;0
Agrostis tileni;250821-06;Fellfield;1;250821-06-F1;25;0;25/04/2022;0
Agrostis tileni;250821-06;Fellfield;1;250821-06-F1;25;0;02/05/2022;0
Agrostis tileni;250821-06;Fellfield;1;250821-06-F1;25;0;09/05/2022;0
Agrostis tileni;250821-06;Fellfield;1;250821-06-F1;25;0;16/05/2022;0
Agrostis tileni;250821-06;Fellfield;1;250821-06-F1;25;0;23/05/2022;0
Agrostis tileni;250821-06;Fellfield;1;250821-06-F1;25;0;30/05/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;20/09/2021;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;07/10/2021;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;26/10/2021;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;08/11/2021;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;04/04/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;11/04/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;18/04/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;25/04/2022;2
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;02/05/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;09/05/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;16/05/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;23/05/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;30/05/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;06/06/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;13/06/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;21/06/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;27/06/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;04/07/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;11/07/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;18/07/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;25/07/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;01/08/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;08/08/2022;0
Agrostis tileni;250821-06;Fellfield;2;250821-06-F2;22;3;15/08/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;20/09/2021;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;07/10/2021;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;26/10/2021;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;08/11/2021;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;04/04/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;11/04/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;18/04/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;25/04/2022;4
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;02/05/2022;1
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;09/05/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;16/05/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;23/05/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;30/05/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;06/06/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;13/06/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;21/06/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;27/06/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;04/07/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;11/07/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;18/07/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;25/07/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;01/08/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;08/08/2022;0
Agrostis tileni;250821-06;Fellfield;3;250821-06-F3;22;6;15/08/2022;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;20/09/2021;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;07/10/2021;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;26/10/2021;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;08/11/2021;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;04/04/2022;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;11/04/2022;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;18/04/2022;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;25/04/2022;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;02/05/2022;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;09/05/2022;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;16/05/2022;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;23/05/2022;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;30/05/2022;2
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;06/06/2022;0
Agrostis tileni;250821-06;Fellfield;4;250821-06-F4;22;2;13/06/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;1;20/09/2021;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;07/10/2021;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;26/10/2021;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;08/11/2021;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;25/04/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;11/05/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;18/05/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;01/06/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;08/06/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;15/06/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;23/06/2022;1
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;29/06/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;06/07/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;13/07/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;20/07/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;27/07/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;02/08/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;08/08/2022;0
Agrostis tileni;250821-06;Snowbed;1;250821-06-S1;25;0;16/08/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;20/09/2021;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;07/10/2021;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;26/10/2021;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;08/11/2021;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;25/04/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;11/05/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;18/05/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;01/06/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;08/06/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;15/06/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;23/06/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;29/06/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;06/07/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;13/07/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;20/07/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;27/07/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;02/08/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;08/08/2022;0
Agrostis tileni;250821-06;Snowbed;2;250821-06-S2;25;0;16/08/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;20/09/2021;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;07/10/2021;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;26/10/2021;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;08/11/2021;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;25/04/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;11/05/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;18/05/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;01/06/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;08/06/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;15/06/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;23/06/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;29/06/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;06/07/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;13/07/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;20/07/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;27/07/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;02/08/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;08/08/2022;0
Agrostis tileni;250821-06;Snowbed;3;250821-06-S3;25;13;16/08/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;20/09/2021;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;07/10/2021;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;26/10/2021;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;08/11/2021;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;25/04/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;11/05/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;18/05/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;01/06/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;08/06/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;15/06/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;23/06/2022;3
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;29/06/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;06/07/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;13/07/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;20/07/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;27/07/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;02/08/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;08/08/2022;0
Agrostis tileni;250821-06;Snowbed;4;250821-06-S4;25;8;16/08/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;21/09/2021;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;07/10/2021;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;26/10/2021;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;08/11/2021;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;04/04/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;11/04/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;18/04/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;25/04/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;02/05/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;09/05/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;16/05/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;23/05/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;30/05/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;06/06/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;13/06/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;21/06/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;27/06/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;04/07/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;11/07/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;18/07/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;25/07/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;01/08/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;08/08/2022;0
Androsace villosa;300821-03;Fellfield;1;300821-03-F1;25;24;15/08/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;21/09/2021;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;07/10/2021;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;26/10/2021;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;08/11/2021;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;04/04/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;11/04/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;18/04/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;25/04/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;02/05/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;09/05/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;16/05/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;23/05/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;30/05/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;06/06/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;13/06/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;21/06/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;27/06/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;04/07/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;11/07/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;18/07/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;25/07/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;01/08/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;08/08/2022;0
Androsace villosa;300821-03;Fellfield;2;300821-03-F2;25;25;15/08/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;21/09/2021;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;07/10/2021;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;26/10/2021;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;08/11/2021;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;04/04/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;11/04/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;18/04/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;25/04/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;02/05/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;09/05/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;16/05/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;23/05/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;30/05/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;06/06/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;13/06/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;21/06/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;27/06/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;04/07/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;11/07/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;18/07/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;25/07/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;01/08/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;08/08/2022;0
Androsace villosa;300821-03;Fellfield;3;300821-03-F3;25;25;15/08/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;21/09/2021;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;07/10/2021;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;26/10/2021;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;08/11/2021;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;04/04/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;11/04/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;18/04/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;25/04/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;02/05/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;09/05/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;16/05/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;23/05/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;30/05/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;06/06/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;13/06/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;21/06/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;27/06/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;04/07/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;11/07/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;18/07/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;25/07/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;01/08/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;08/08/2022;0
Androsace villosa;300821-03;Fellfield;4;300821-03-F4;25;24;15/08/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;24/09/2021;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;08/10/2021;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;27/10/2021;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;09/11/2021;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;04/04/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;11/04/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;18/04/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;25/04/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;02/05/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;09/05/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;16/05/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;23/05/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;30/05/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;06/06/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;13/06/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;21/06/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;27/06/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;04/07/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;11/07/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;18/07/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;25/07/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;01/08/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;08/08/2022;0
Androsace villosa;310821-11;Fellfield;1;310821-11-F1;25;23;15/08/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;24/09/2021;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;08/10/2021;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;27/10/2021;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;09/11/2021;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;04/04/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;11/04/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;18/04/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;25/04/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;02/05/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;09/05/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;16/05/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;23/05/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;30/05/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;06/06/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;13/06/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;21/06/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;27/06/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;04/07/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;11/07/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;18/07/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;25/07/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;01/08/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;08/08/2022;0
Androsace villosa;310821-11;Fellfield;2;310821-11-F2;25;22;15/08/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;24/09/2021;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;08/10/2021;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;27/10/2021;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;09/11/2021;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;04/04/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;11/04/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;18/04/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;25/04/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;02/05/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;09/05/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;16/05/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;23/05/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;30/05/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;06/06/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;13/06/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;21/06/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;27/06/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;04/07/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;11/07/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;18/07/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;25/07/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;01/08/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;08/08/2022;0
Androsace villosa;310821-11;Fellfield;3;310821-11-F3;25;22;15/08/2022;0
Androsace villosa;310821-11;Fellfield;4;310821-11-F4;25;23;24/09/2021;0
Androsace villosa;310821-11;Fellfield;4;310821-11-F4;25;23;08/10/2021;0
Androsace villosa;310821-11;Fellfield;4;310821-11-F4;25;23;27/10/2021;0
Androsace villosa;310821-11;Fellfield;4;310821-11-F4;25;23;09/11/2021;0
Androsace villosa;310821-11;Fellfield;4;310821-11-F4;25;23;04/04/2022;0
Androsace villosa;310821-11;Fellfield;4;310821-11-F4;25;23;11/04/2022;0
Androsace villosa;310821-11;Fellfield;4;310821-11-F4;25;23;18/04/2022;0
Androsace villosa;310821-11;Fellfield;4;310821-11-F4;25;23;25/04/2022;0
Androsace villosa;310821-11;Fellfield;4;310821-11-F4;25;23;02/05/2022;0
