species;accession;code;incubator;petridish;total;viable;date;germinated
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;12/04/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;19/04/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;26/04/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;30/04/2022;1
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;03/05/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;10/05/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;17/05/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;24/05/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;31/05/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;07/06/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;14/06/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;22/06/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;28/06/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;05/07/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;12/07/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;19/07/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;26/07/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;01/08/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;08/08/2022;2
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;15/08/2022;1
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;22/08/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;29/08/2022;1
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;07/09/2022;0
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;13/09/2022;1
Armeria duriaei;250821-01;250821-01b;Fellfield;6;25;23;19/09/2022;6
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;21/10/2021;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;10/11/2021;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;12/05/2022;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;19/05/2022;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;26/05/2022;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;02/06/2022;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;09/06/2022;0
Armeria duriaei;240821-01;240821-01b;Snowbed;5;25;22;16/06/2022;0
